nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
1.80,12.10
1.80,12.10
1.80,12.10
1.80,12.10
1.80,12.10
1.80,12.10
1.80,12.10
1.80,12.10
1.80,12.10
1.80,12.10
1.80,12.10
1.80,12.10
2.20,14.50
2.20,14.10
2.20,13.40
2.20,12.90
2.20,12.40
2.20,12.10
2.20,12.00
2.20,11.90
2.20,11.80
2.20,11.80
2.20,11.80
2.20,11.80
2.20,11.80
2.20,11.80
2.20,11.90
2.20,12.00
2.20,12.00
2.20,12.00
2.10,12.00
2.10,12.10
2.00,12.10
2.00,12.20
2.00,12.30
2.10,12.30
2.20,13.10
2.20,13.10
1.80,13.10
1.80,13.10
1.80,13.10
1.80,13.20
1.80,13.20
1.80,13.20
1.80,13.20
1.80,13.20
1.80,13.20
1.80,13.20
1.80,13.20
1.80,13.20
1.80,13.20
1.80,13.20
1.80,13.20
1.80,13.20
1.80,13.30
1.80,13.30
1.80,13.30
1.80,13.30
1.80,13.30
1.80,13.30
1.80,13.30
1.80,13.40
1.80,13.40
1.80,13.40
1.80,13.40
1.80,13.50
1.70,13.50
1.70,13.50
1.60,13.50
1.70,13.60
1.60,13.60
1.60,13.60
1.60,13.70
1.60,13.70
1.60,13.70
1.60,13.70
1.60,13.70
1.60,13.80
1.60,13.80
1.60,13.80
1.60,13.80
1.60,13.80
1.60,13.90
1.60,13.90
1.60,13.90
1.60,13.90
1.60,13.90
1.60,13.90
1.60,14.00
1.60,14.00
1.60,14.10
1.80,14.00
1.80,14.10
1.80,14.10
1.80,14.10
1.80,14.00
1.80,14.00
1.80,14.00
1.80,13.90
1.80,13.90
1.80,13.90
1.80,13.80
1.80,13.80
1.80,13.80
1.80,13.80
1.80,13.80
1.80,13.80
1.80,13.80
1.80,13.80
1.80,13.80
1.80,13.80
1.80,13.80
1.80,13.80
1.80,13.80
1.80,13.90
1.80,13.90
1.80,13.90
1.80,13.90
1.80,13.90
1.80,13.90
1.80,13.90
1.80,14.00
1.80,14.00
1.80,14.00
1.80,14.00
1.80,14.00
1.80,14.00
1.80,14.00
1.80,14.00
1.80,14.00
1.80,14.00
1.80,14.00
1.80,14.00
1.80,14.00
1.80,14.00
1.80,14.00
1.80,14.10
1.80,14.10
1.80,14.10
1.80,14.10
1.80,14.20
1.80,14.20
1.80,14.20
1.80,14.20
1.80,14.20
1.80,14.20
1.80,14.20
1.80,14.20
1.80,14.20
1.80,14.20
1.80,14.20
1.80,14.30
1.80,14.30
1.80,14.30
1.80,14.30
1.80,14.30
1.80,14.30
1.80,14.40
1.80,14.40
1.80,14.40
1.80,14.40
1.80,14.40
1.80,14.40
1.80,14.40
1.80,14.40
1.80,14.40
1.80,14.40
1.80,14.40
1.80,14.40
1.80,14.40
1.80,14.40
1.80,14.40
1.80,14.40
1.80,14.40
1.80,14.40
1.80,14.40
1.80,14.40
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.60
1.80,14.60
1.80,14.60
1.80,14.60
1.80,14.60
1.80,14.60
1.80,14.60
1.80,14.60
1.80,14.60
1.80,14.60
1.80,14.60
1.80,14.60
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.60
1.80,14.60
1.80,14.60
1.80,14.60
1.80,14.60
1.80,14.60
1.80,14.60
1.80,14.60
1.80,14.60
1.80,14.60
1.80,14.60
1.80,14.60
1.80,14.60
1.80,14.60
1.80,14.60
1.80,14.60
1.80,14.60
1.80,14.60
1.80,14.60
1.80,14.60
1.80,14.60
1.80,14.60
1.80,14.60
1.80,14.60
1.80,14.70
1.80,14.70
1.80,14.70
1.80,14.70
1.80,14.70
1.80,14.70
1.80,14.70
1.80,14.70
1.80,14.70
1.80,14.70
1.80,14.70
1.80,14.70
1.80,14.70
1.80,14.70
1.80,14.70
1.80,14.70
1.80,14.70
1.80,14.60
1.80,14.60
1.80,14.60
1.80,14.60
1.80,14.60
1.80,14.60
1.80,14.60
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.40
1.80,14.40
1.80,14.40
1.80,14.40
1.80,14.40
1.80,14.40
1.80,14.40
1.80,14.40
1.80,14.40
1.80,14.40
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.50
1.80,14.60
1.80,14.70
1.80,14.70
1.80,14.70
1.80,14.70
1.80,14.60
1.80,14.60
1.80,14.50
1.80,14.50
1.80,14.40
1.80,14.40
1.80,14.30
1.90,14.30
2.00,14.20
